종목코드	기업명	업종
58610	에스피지	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
43340	에쎈테크	일반 목적용 기계 제조업
23960	에쓰씨엔지니어링	토목 건설업
298690	에어부산	항공 여객 운송업
54630	에이디칩스	그외 제품 제조업
200710	에이디테크놀로지	반도체 제조업
140910	에이리츠	부동산 임대 및 공급업
78520	에이블씨엔씨	화학제품 제조업
298380	에이비엘바이오	기초 의약물질 및 생물학적 제제 제조업
203400	에이비온	자연과학 및 공학 연구개발업
3800	에이스침대	가구 제조업
88800	에이스테크	통신 및 방송 장비 제조업
138360	에이씨티	화학제품 제조업
39230	에이아이비트	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
50320	에이앤티앤	기계장비 및 관련 물품 도매업
15260	에이엔피	전자부품 제조업
234070	에이원알폼	산업용 기계 및 장비 임대업
72990	에이치시티	과학기술 서비스업
44990	에이치엔에스하이텍	전자부품 제조업
176440	에이치엔티	전자부품 제조업
28300	에이치엘비	선박 및 보트 건조업
67630	에이치엘비생명과학	"건축기술, 엔지니어링 및 관련 기술 서비스업"
43220	에이치엘비파워	상품 종합 도매업
239610	에이치엘사이언스	식품 제조업
44780	에이치케이	특수 목적용 기계 제조업
33600	에이코넬	자동차 신품 부품 제조업
71670	에이테크솔루션	특수 목적용 기계 제조업
45660	에이텍	컴퓨터 및 주변장치 제조업
224110	에이텍티앤	통신 및 방송 장비 제조업
21080	에이티넘인베스트	신탁업 및 집합투자업
89530	에이티세미콘	반도체 제조업
182400	에이티젠	기초 의약물질 및 생물학적 제제 제조업
207490	에이펙스인텍	전구 및 조명장치 제조업
109960	에이프로젠 H&G	통신 및 방송 장비 제조업
7460	에이프로젠 KIC	금속 가공제품 제조업
3060	에이프로젠제약	의약품 제조업
89970	에이피티씨	특수 목적용 기계 제조업
214870	에치디프로	통신 및 방송 장비 제조업
230240	에치에프알	통신 및 방송 장비 제조업
64510	에코마이스터	특수 목적용 기계 제조업
230360	에코마케팅	광고업
38870	에코바이오	사업시설 유지·관리 서비스업
128540	에코캡	자동차 신품 부품 제조업
86520	에코프로	화학제품 제조업
247540	에코프로비엠	일차전지 및 축전지 제조업
38110	에코플라스틱	자동차 신품 부품 제조업
73540	에프알텍	통신 및 방송 장비 제조업
64850	에프앤가이드	금융 지원 서비스업
64090	에프앤리퍼블릭	상품 종합 도매업
36810	에프에스티	전자부품 제조업
173940	에프엔씨엔터	오디오물 출판 및 원판 녹음업
83500	에프엔에스테크	특수 목적용 기계 제조업
65160	에프티이앤이	화학섬유 제조업
54940	엑사이엔씨	실내건축 및 건축마무리 공사업
950130	엑세스바이오	의료용품 및 의약 관련제품 제조업
205100	엑셈	소프트웨어 개발 및 공급업
92870	엑시콘	특수 목적용 기계 제조업
67570	엔브이에이치코리아	자동차 신품 부품 제조업
140610	엔솔바이오사이언스	자연과학 및 공학 연구개발업
101400	엔시트론	반도체 제조업
36570	엔씨소프트	소프트웨어 개발 및 공급업
217820	엔에스	특수 목적용 기계 제조업
138250	엔에스쇼핑	무점포 소매업
31860	엔에스엔	상품 종합 도매업
224760	엔에스컴퍼니	토목 건설업
256630	엔에이치스팩10호	금융 지원 서비스업
256840	엔에이치스팩11호	금융 지원 서비스업
273060	엔에이치스팩12호	금융 지원 서비스업
310840	엔에이치스팩13호	금융 지원 서비스업
208860	엔지스테크널러지	소프트웨어 개발 및 공급업
183490	엔지켐생명과학	기초 의약물질 및 생물학적 제제 제조업
85310	엔케이	"구조용 금속제품, 탱크 및 증기발생기 제조업"
262760	엔케이맥스	의약품 제조업
9810	엔케이물산	전문 도매업
206400	엔터메이트	소프트웨어 개발 및 공급업
69410	엔텔스	소프트웨어 개발 및 공급업
4250	엔피씨	플라스틱제품 제조업
48830	엔피케이	합성고무 및 플라스틱 물질 제조업
96870	엘디티	반도체 제조업
276240	엘리비젼	영상 및 음향기기 제조업
900140	엘브이엠씨	금융업
61970	엘비세미콘	반도체 제조업
138690	엘아이에스	특수 목적용 기계 제조업
290650	엘앤씨바이오	의약품 제조업
66970	엘앤에프	일차전지 및 축전지 제조업
156100	엘앤케이바이오	의료용 기기 제조업
311060	엘에이티	특수 목적용 기계 제조업
73110	엘엠에스	사진장비 및 광학기기 제조업
83310	엘오티베큠	특수 목적용 기계 제조업
37950	엘컴텍	전자부품 제조업
170920	엘티씨	기초 화학물질 제조업
183350	엘피케이	특수 목적용 기계 제조업
58630	엠게임	소프트웨어 개발 및 공급업
58970	엠로	소프트웨어 개발 및 공급업
19590	엠벤처투자	신탁업 및 집합투자업
97520	엠씨넥스	영상 및 음향기기 제조업
179290	엠아이텍	의료용 기기 제조업
225860	엠앤씨생명과학	화학제품 제조업
9780	엠에스씨	식품 제조업
123040	엠에스오토텍	자동차 신품 부품 제조업
251960	엠에프엠코리아	편조의복 제조업
32790	엠젠플러스	기계장비 및 관련 물품 도매업
33160	엠케이전자	전자부품 제조업
204020	엠코르셋	봉제의복 제조업
259630	엠플러스	특수 목적용 기계 제조업
115960	연우	플라스틱제품 제조업
90740	연이정보통신	전자부품 제조업
14440	영보화학	플라스틱제품 제조업
7530	영신금속	금속 가공제품 제조업
143540	영우디에스피	특수 목적용 기계 제조업
111770	영원무역	상품 종합 도매업
9970	영원무역홀딩스	금융업
36180	영인프런티어	기계장비 및 관련 물품 도매업
3520	영진약품	의약품 제조업
670	영풍	1차 비철금속 제조업
36560	영풍정밀	일반 목적용 기계 제조업
6740	영풍제지	"골판지, 종이 상자 및 종이용기 제조업"
242850	영현무역	상품 중개업
12280	영화금속	자동차 신품 부품 제조업
265560	영화테크	자동차 신품 부품 제조업
12160	영흥철강	1차 철강 제조업
36000	예림당	"서적, 잡지 및 인쇄물 출판업"
53280	예스24	무점포 소매업
15360	예스코홀딩스	금융업
122640	예스티	특수 목적용 기계 제조업
179720	옐로페이	소프트웨어 개발 및 공급업
900300	오가닉티코스메틱	금융업
45060	오공	화학제품 제조업
80520	오디텍	반도체 제조업
7310	오뚜기	식품 제조업
79440	오렌지라이프	보험업
39830	오로라	전문디자인업
46120	오르비텍	과학기술 서비스업
14940	오리엔탈정공	선박 및 보트 건조업
2630	오리엔트바이오	의약품 제조업
65500	오리엔트정공	자동차 신품 부품 제조업
271560	오리온	식품 제조업
1800	오리온홀딩스	금융업
10470	오리콤	광고업
53980	오상자이엘	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
52420	오성첨단소재	플라스틱제품 제조업
241790	오션브릿지	화학제품 제조업
39200	오스코텍	의약품 제조업
226400	오스테오닉	의료용 기기 제조업
31510	오스템	자동차 신품 부품 제조업
48260	오스템임플란트	의료용 기기 제조업
138080	오이솔루션	통신 및 방송 장비 제조업
80580	오킨스전자	전자부품 제조업
67170	오텍	자동차 재제조 부품 제조업
173130	오파스넷	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
49480	오픈베이스	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
226950	올릭스	자연과학 및 공학 연구개발업
57540	옴니시스템	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
57680	옴니텔	소프트웨어 개발 및 공급업
123010	옵토팩	전자부품 제조업
82210	옵트론텍	사진장비 및 광학기기 제조업
109080	옵티시스	통신 및 방송 장비 제조업
153710	옵티팜	의료용품 및 의약 관련제품 제조업
52770	와이디온라인	소프트웨어 개발 및 공급업
57030	와이비엠넷	교육지원 서비스업
122990	와이솔	전자부품 제조업
232140	와이아이케이	특수 목적용 기계 제조업
67900	와이엔텍	폐기물 처리업
155650	와이엠씨	전자부품 제조업
251370	와이엠티	기초 화학물질 제조업
66430	와이오엠	전문 도매업
193250	와이제이엠게임즈	전자부품 제조업
19210	와이지-원	금속 가공제품 제조업
122870	와이지엔터테인먼트	오디오물 출판 및 원판 녹음업
79000	와토스코리아	플라스틱제품 제조업
70960	용평리조트	일반 및 생활 숙박시설 운영업
114630	우노앤컴퍼니	화학섬유 제조업
316140	우리금융지주	금융업
32820	우리기술	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
41190	우리기술투자	금융업
115440	우리넷	통신 및 방송 장비 제조업
4720	우리들제약	의약품 제조업
118000	우리들휴브레인	기계장비 및 관련 물품 도매업
46970	우리로	통신 및 방송 장비 제조업
215360	우리산업	자동차 신품 부품 제조업
72470	우리산업홀딩스	금융업
73560	우리손에프앤지	"도축, 육류 가공 및 저장 처리업"
153490	우리이앤엘	반도체 제조업
82850	우리이티아이	전구 및 조명장치 제조업
37400	우리조명	전구 및 조명장치 제조업
10050	우리종금	금융업
101170	우림기계	일반 목적용 기계 제조업
6980	우성사료	"곡물가공품, 전분 및 전분제품 제조업"
66590	우수AMS	자동차 신품 부품 제조업
17370	우신시스템	특수 목적용 기계 제조업
46940	우원개발	기반조성 및 시설물 축조관련 전문공사업
215380	우정바이오	자연과학 및 공학 연구개발업
65680	우주일렉트로	전자부품 제조업
105840	우진	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
18620	우진비앤지	의약품 제조업
10400	우진아이엔에스	건물설비 설치 공사업
49800	우진플라임	특수 목적용 기계 제조업
16880	웅진	금융업
95720	웅진씽크빅	초등 교육기관
103130	웅진에너지	반도체 제조업
5820	원림	편조원단 제조업
32940	원익	기계장비 및 관련 물품 도매업
240810	원익IPS	특수 목적용 기계 제조업
74600	원익QnC	유리 및 유리제품 제조업
104830	원익머트리얼즈	기초 화학물질 제조업
14190	원익큐브	전문 도매업
30530	원익홀딩스	금융업
12620	원일특강	1차 철강 제조업
216280	원텍	의료용 기기 제조업
8370	원풍	플라스틱제품 제조업
8290	원풍물산	봉제의복 제조업
101160	월덱스	전자부품 제조업
95270	웨이브일렉트로	통신 및 방송 장비 제조업
10600	웰바이오텍	상품 중개업
65950	웰크론	직물직조 및 직물제품 제조업
114190	웰크론강원	"구조용 금속제품, 탱크 및 증기발생기 제조업"
76080	웰크론한텍	건물 건설업
196700	웹스	합성고무 및 플라스틱 물질 제조업
69080	웹젠	소프트웨어 개발 및 공급업
53580	웹케시	소프트웨어 개발 및 공급업
44340	위닉스	가정용 기기 제조업
112040	위메이드	소프트웨어 개발 및 공급업
65370	위세아이텍	소프트웨어 개발 및 공급업
140660	위월드	통신 및 방송 장비 제조업
38620	위즈코프	연료 소매업
299900	위지윅스튜디오	"영화, 비디오물, 방송프로그램 제작 및 배급업"
36090	위지트	특수 목적용 기계 제조업
136540	윈스	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
97800	윈팩	반도체 제조업
192390	윈하이텍	"구조용 금속제품, 탱크 및 증기발생기 제조업"
8600	윌비스	생활용품 도매업
900340	윙입푸드	금융업
33270	유나이티드	의약품 제조업
14830	유니드	기초 화학물질 제조업
36200	유니셈	특수 목적용 기계 제조업
18000	유니슨	일반 목적용 기계 제조업
910	유니온	"시멘트, 석회, 플라스터 및 그 제품 제조업"
47400	유니온머티리얼	"내화, 비내화 요업제품 제조업"
203450	유니온커뮤니티	통신 및 방송 장비 제조업
11330	유니켐	"가죽, 가방 및 유사제품 제조업"
77500	유니퀘스트	기계장비 및 관련 물품 도매업
11320	유니크	자동차 신품 부품 제조업
86390	유니테스트	특수 목적용 기계 제조업
241690	유니테크노	자동차 신품 부품 제조업
142210	유니트론텍	자동차 부품 및 내장품 판매업
121060	유니포인트	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
48430	유라테크	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
206650	유바이오로직스	자연과학 및 공학 연구개발업
89850	유비벨록스	소프트웨어 개발 및 공급업
84440	유비온	정보 서비스업
32620	유비케어	소프트웨어 개발 및 공급업
264450	유비쿼스	통신 및 방송 장비 제조업
78070	유비쿼스홀딩스	금융업
2920	유성기업	자동차 신품 부품 제조업
24800	유성티엔에스	육상 여객 운송업
700	유수홀딩스	회사 본부 및 경영 컨설팅 서비스업
54930	유신	"건축기술, 엔지니어링 및 관련 기술 서비스업"
252370	유쎌	화학제품 제조업
69330	유아이디	전자부품 제조업
49520	유아이엘	전자부품 제조업
287410	유안타제3호스팩	금융 지원 서비스업
3470	유안타증권	금융 지원 서비스업
56090	유앤아이	의료용 기기 제조업
11690	유양디앤유	반도체 제조업
263770	유에스티	1차 철강 제조업
72130	유엔젤	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
220	유유제약	의약품 제조업
195990	유지인트	특수 목적용 기계 제조업
23410	유진기업	"시멘트, 석회, 플라스터 및 그 제품 제조업"
56080	유진로봇	특수 목적용 기계 제조업
1200	유진증권	금융 지원 서비스업
84370	유진테크	특수 목적용 기계 제조업
178780	유테크	전자부품 제조업
221800	유투바이오	과학기술 서비스업
179900	유티아이	전자부품 제조업
263050	유틸렉스	기초 의약물질 및 생물학적 제제 제조업
100	유한양행	의약품 제조업
3460	유화증권	금융 지원 서비스업
191410	육일씨엔에쓰	전자부품 제조업
8730	율촌화학	플라스틱제품 제조업
8250	이건산업	나무제품 제조업
39020	이건홀딩스	금융업
25820	이구산업	1차 비철금속 제조업
60230	이그잭스	전자부품 제조업
67920	이글루시큐리티	소프트웨어 개발 및 공급업
44960	이글벳	전문 도매업
302430	이노메트리	특수 목적용 기계 제조업
214320	이노션	광고업
73490	이노와이어리스	통신 및 방송 장비 제조업
215790	이노인스트루먼트	통신 및 방송 장비 제조업
246960	이노테라피	자연과학 및 공학 연구개발업
88390	이녹스	금융업
272290	이녹스첨단소재	전자부품 제조업
53350	이니텍	소프트웨어 개발 및 공급업
258610	이더블유케이	"구조용 금속제품, 탱크 및 증기발생기 제조업"
33110	이디	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
41520	이라이콤	상품 중개업
54210	이랜텍	전자부품 제조업
65440	이루온	소프트웨어 개발 및 공급업
88260	이리츠코크렙	부동산 임대 및 공급업
139480	이마트	종합 소매업
36260	이매진아시아	"영화, 비디오물, 방송프로그램 제작 및 배급업"
115610	이미지스	반도체 제조업
78020	이베스트투자증권	금융 지원 서비스업
208850	이비테크	전기장비 제조업
80010	이상네트웍스	상품 중개업
86890	이수앱지스	의료용품 및 의약 관련제품 제조업
7660	이수페타시스	전자부품 제조업
5950	이수화학	기초 화학물질 제조업
15020	이스타코	부동산 임대 및 공급업
47560	이스트소프트	소프트웨어 개발 및 공급업
900110	이스트아시아홀딩스	금융업
67010	이씨에스	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
93230	이아이디	전문 도매업
223310	이에스브이	소프트웨어 개발 및 공급업
241510	이에스산업	일반 목적용 기계 제조업
52190	이에스에이	창작 및 예술관련 서비스업
226360	이엑스티	토목 건설업
101360	이엔드디	화학제품 제조업
102710	이엔에프테크놀로지	화학제품 제조업
94190	이엘케이	전자부품 제조업
63760	이엘피	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
123570	이엠넷	광고업
95190	이엠코리아	특수 목적용 기계 제조업
91120	이엠텍	전자부품 제조업
232530	이엠티	일차전지 및 축전지 제조업
102460	이연제약	의약품 제조업
39030	이오테크닉스	특수 목적용 기계 제조업
88290	이원컴포텍	자동차 신품 부품 제조업
84680	이월드	유원지 및 오락관련 서비스업
181340	이즈미디어	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
35810	이지바이오	동물용 사료 및 조제식품 제조업
90850	이지웰페어	소프트웨어 개발 및 공급업
92130	이크레더블	정보 서비스업
16250	이테크건설	건물 건설업
96040	이트론	컴퓨터 및 주변장치 제조업
134060	이퓨쳐	"서적, 잡지 및 인쇄물 출판업"
1840	이화공영	건물 건설업
760	이화산업	전문 도매업
24810	이화전기	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
14990	인디에프	봉제의복 제조업
41830	인바디	의료용 기기 제조업
79950	인베니아	특수 목적용 기계 제조업
277410	인산가	식품 제조업
60150	인선이엔티	폐기물 처리업
33230	인성정보	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6490	인스코비	전기 통신업
37330	인지디스플레	전자부품 제조업
23800	인지컨트롤스	자동차 신품 부품 제조업
34590	인천도시가스	연료용 가스 제조 및 배관공급업
211050	인카금융서비스	보험 및 연금관련 서비스업
83640	인콘	통신 및 방송 장비 제조업
216050	인크로스	광고업
49070	인탑스	통신 및 방송 장비 제조업
119610	인터로조	사진장비 및 광학기기 제조업
158310	인터불스	특수 목적용 기계 제조업
17250	인터엠	영상 및 음향기기 제조업
129260	인터지스	도로 화물 운송업
240340	인터코스	화학제품 제조업
108790	인터파크	무점포 소매업
35080	인터파크홀딩스	금융업
51370	인터플렉스	전자부품 제조업
64290	인텍플러스	특수 목적용 기계 제조업
189300	인텔리안테크	통신 및 방송 장비 제조업
150840	인트로메딕	의료용 기기 제조업
48530	인트론바이오	기초 의약물질 및 생물학적 제제 제조업
23810	인팩	자동차 신품 부품 제조업
175140	인포마크	통신 및 방송 장비 제조업
115310	인포바인	전기 통신업
39290	인포뱅크	정보 서비스업
41020	인프라웨어	소프트웨어 개발 및 공급업
247300	인프라웨어테크놀러지	소프트웨어 개발 및 공급업
71200	인피니트헬스케어	소프트웨어 개발 및 공급업
101930	인화정공	선박 및 보트 건조업
249420	일동제약	의약품 제조업
230	일동홀딩스	금융업
13360	일성건설	토목 건설업
3120	일성신약	의약품 제조업
68330	일신바이오	일반 목적용 기계 제조업
3200	일신방직	방적 및 가공사 제조업
7110	일신석재	"건축자재, 철물 및 난방장치 도매업"
58450	일야	통신 및 방송 장비 제조업
7570	일양약품	의약품 제조업
8500	일정실업	편조원단 제조업
19540	일지테크	자동차 신품 부품 제조업
81000	일진다이아	화학제품 제조업
20760	일진디스플	반도체 제조업
20150	일진머티리얼즈	전자부품 제조업
103590	일진전기	절연선 및 케이블 제조업
94820	일진파워	전기 및 통신 공사업
15860	일진홀딩스	금융업
226320	잇츠한불	화학제품 제조업
950140	잉글우드랩	화학제품 제조업
49550	잉크테크	화학제품 제조업
230400	자비스	의료용 기기 제조업
43910	자연과환경	환경 정화 및 복원업
234920	자이글	가정용 기기 제조업
33240	자화전자	전자부품 제조업
174880	장원테크	통신 및 방송 장비 제조업
49630	재영솔루텍	사진장비 및 광학기기 제조업
950	전방	방적 및 가공사 제조업
120780	전우정밀	자동차 신품 부품 제조업
110020	전진바이오팜	화학제품 제조업
65530	전파기지국	전기 통신업
208140	정다운	"도축, 육류 가공 및 저장 처리업"
22220	정산애강	플라스틱제품 제조업
40420	정상제이엘에스	일반 교습 학원
45510	정원엔시스	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
65620	제낙스	1차 철강 제조업
217190	제너셈	특수 목적용 기계 제조업
95700	제넥신	자연과학 및 공학 연구개발업
72520	제넨바이오	전자부품 제조업
122310	제노레이	의료용 기기 제조업
66830	제노텍	화학제품 제조업
187420	제노포커스	기초 의약물질 및 생물학적 제제 제조업
225220	제놀루션	의약품 제조업
123330	제닉	화학제품 제조업
159580	제로투세븐	생활용품 도매업
147830	제룡산업	"구조용 금속제품, 탱크 및 증기발생기 제조업"
33100	제룡전기	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
19570	제미니투자	신탁업 및 집합투자업
79370	제우스	특수 목적용 기계 제조업
54950	제이브이엠	일반 목적용 기계 제조업
96690	제이스테판	컴퓨터 및 주변장치 제조업
90470	제이스텍	특수 목적용 기계 제조업
137950	제이씨케미칼	화학제품 제조업
33320	제이씨현시스템	기계장비 및 관련 물품 도매업
194370	제이에스코퍼레이션	"가죽, 가방 및 유사제품 제조업"
26040	제이에스티나	귀금속 및 장신용품 제조업
126880	제이엔케이히터	일반 목적용 기계 제조업
33050	제이엠아이	기록매체 복제업
94970	제이엠티	전자부품 제조업
58420	제이웨이	"영화, 비디오물, 방송프로그램 제작 및 배급업"
25620	제이준코스메틱	화학제품 제조업
36420	제이콘텐트리	금융업
89790	제이티	특수 목적용 기계 제조업
30000	제일기획	광고업
52670	제일바이오	의약품 제조업
271980	제일약품	의약품 제조업
1560	제일연마	비금속 광물제품 제조업
23440	제일제강	1차 철강 제조업
38010	제일테크노스	"구조용 금속제품, 탱크 및 증기발생기 제조업"
2620	제일파마홀딩스	회사 본부 및 경영 컨설팅 서비스업
80220	제주반도체	반도체 제조업
6220	제주은행	은행 및 저축기관
89590	제주항공	항공 여객 운송업
229000	젠큐릭스	의료용 기기 제조업
82270	젬백스	특수 목적용 기계 제조업
44060	조광ILI	일반 목적용 기계 제조업
4910	조광페인트	화학제품 제조업
4700	조광피혁	"가죽, 가방 및 유사제품 제조업"
1550	조비	"비료, 농약 및 살균, 살충제 제조업"
480	조선내화	"내화, 비내화 요업제품 제조업"
120030	조선선재	금속 가공제품 제조업
34940	조아제약	의약품 제조업
101730	조이맥스	소프트웨어 개발 및 공급업
67000	조이시티	소프트웨어 개발 및 공급업
18470	조일알미늄	1차 비철금속 제조업
2600	조흥	식품 제조업
185750	종근당	의약품 제조업
63160	종근당바이오	의약품 제조업
1630	종근당홀딩스	금융업
33340	좋은사람들	봉제의복 제조업
221670	주노콜렉션	"가죽, 가방 및 유사제품 제조업"
36930	주성엔지니어링	특수 목적용 기계 제조업
44380	주연테크	컴퓨터 및 주변장치 제조업
229480	줌인터넷	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
51980	중앙리빙테크	플라스틱제품 제조업
72020	중앙백신	기초 의약물질 및 생물학적 제제 제조업
440	중앙에너비스	전문 도매업
54180	중앙오션	선박 및 보트 건조업
228760	지노믹트리	자연과학 및 공학 연구개발업
314130	지놈앤컴퍼니	기초 의약물질 및 생물학적 제제 제조업
43610	지니뮤직	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
263860	지니언스	소프트웨어 개발 및 공급업
208350	지란지교시큐리티	소프트웨어 개발 및 공급업
114570	지스마트글로벌	반도체 제조업
299480	지앤이헬스케어	섬유제품 제조업
51160	지어소프트	소프트웨어 개발 및 공급업
53050	지에스이	연료용 가스 제조 및 배관공급업
119850	지엔씨에너지	"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
65060	지엔코	봉제의복 제조업
204840	지엘팜텍	자연과학 및 공학 연구개발업
13870	지엠비코리아	자동차 신품 부품 제조업
18290	지엠피	컴퓨터 및 주변장치 제조업
71320	지역난방공사	"증기, 냉·온수 및 공기조절 공급업"
135160	지오씨	절연선 및 케이블 제조업
111820	지와이커머스	정보 서비스업
10580	지코	자동차 신품 부품 제조업
35000	지투알	회사 본부 및 경영 컨설팅 서비스업
106080	지투하이소닉	전자부품 제조업
115450	지트리비앤티	전자부품 제조업
219750	지티지웰니스	의료용 기기 제조업
88790	진도	전문 도매업
18120	진로발효	알코올음료 제조업
109820	진매트릭스	자연과학 및 공학 연구개발업
86060	진바이오텍	동물용 사료 및 조제식품 제조업
36890	진성티이씨	특수 목적용 기계 제조업
3780	진양산업	플라스틱제품 제조업
7370	진양제약	의약품 제조업
10640	진양폴리우레탄	기초 화학물질 제조업
100250	진양홀딩스	금융업
51630	진양화학	플라스틱제품 제조업
272450	진에어	항공 여객 운송업
11000	진원생명과학	의약품 제조업
2780	진흥기업	토목 건설업
233990	질경이	화학제품 제조업
85660	차바이오텍	기초 의약물질 및 생물학적 제제 제조업
900040	차이나그레이트	금융업
9310	참엔지니어링	특수 목적용 기계 제조업
94850	참좋은여행	여행사 및 여행보조 서비스업
4650	창해에탄올	알코올음료 제조업
278280	천보	기초 화학물질 제조업
650	천일고속	육상 여객 운송업
140290	청광종건	토목 건설업
96240	청담러닝	일반 교습 학원
13720	청보산업	자동차 신품 부품 제조업
12600	청호컴넷	일반 목적용 기계 제조업
66360	체리부로	"도축, 육류 가공 및 저장 처리업"
33250	체시스	자동차 신품 부품 제조업
47820	초록뱀	"영화, 비디오물, 방송프로그램 제작 및 배급업"
94360	칩스앤미디어	소프트웨어 개발 및 공급업
16920	카스	기계장비 및 관련 물품 도매업
220250	카이노스메드	자연과학 및 공학 연구개발업
35720	카카오	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
42000	카페24	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
6380	카프로	기초 화학물질 제조업
71850	캐스텍코리아	자동차 신품 부품 제조업
180400	캔서롭	과학기술 서비스업
50110	캠시스	전자부품 제조업
109070	컨버즈	"골판지, 종이 상자 및 종이용기 제조업"
900310	컬러레이	회사 본부 및 경영 컨설팅 서비스업
78340	컴투스	소프트웨어 개발 및 공급업
205290	케미메디	자연과학 및 공학 연구개발업
263700	케어랩스	소프트웨어 개발 및 공급업
214370	케어젠	기초 의약물질 및 생물학적 제제 제조업
221980	케이디켐	화학제품 제조업
43290	케이맥	특수 목적용 기계 제조업
250930	케이비제10호스팩	금융 지원 서비스업
258790	케이비제11호스팩	금융 지원 서비스업
192250	케이사인	소프트웨어 개발 및 공급업
29460	케이씨	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
2380	케이씨씨	화학제품 제조업
115500	케이씨에스	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
281820	케이씨텍	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
89150	케이씨티	"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
9070	케이씨티시	도로 화물 운송업
25880	케이씨피드	동물용 사료 및 조제식품 제조업
93320	케이아이엔엑스	"자료처리, 호스팅, 포털 및 인터넷 정보매개 서비스업"
73010	케이에스피	일반 목적용 기계 제조업
105330	케이엔더블유	전자부품 제조업
39420	케이엘넷	전기 통신업
83550	케이엠	섬유제품 제조업
32500	케이엠더블유	통신 및 방송 장비 제조업
225430	케이엠제약	화학제품 제조업
145270	케이탑리츠	부동산 임대 및 공급업
30200	케이티	전기 통신업
58860	케이티스	정보 서비스업
53210	케이티스카이라이프	텔레비전 방송업
33780	케이티앤지	담배 제조업
64820	케이프	선박 및 보트 건조업
256940	케이피에스	특수 목적용 기계 제조업
24880	케이피에프	금속 가공제품 제조업
42040	케이피엠테크	화학제품 제조업
54410	케이피티유	금속 가공제품 제조업
217600	켐온	자연과학 및 공학 연구개발업
89010	켐트로닉스	화학제품 제조업
220260	켐트로스	화학제품 제조업
52400	코나아이	소프트웨어 개발 및 공급업
94860	코닉글로리	소프트웨어 개발 및 공급업
46070	코다코	자동차 신품 부품 제조업
47770	코데즈컴바인	봉제의복 제조업
78940	코드네이처	전기 및 통신 공사업
80530	코디	화학제품 제조업
224060	코디엠	특수 목적용 기계 제조업
78650	코렌	사진장비 및 광학기기 제조업
104540	코렌텍	의료용 기기 제조업
27050	코리아나	화학제품 제조업
7810	코리아써키트	전자부품 제조업
101670	코리아에스이	"구조용 금속제품, 탱크 및 증기발생기 제조업"
123410	코리아에프티	자동차 신품 부품 제조업
152330	코리아오토글라스	유리 및 유리제품 제조업
3690	코리안리	재 보험업
36690	코맥스	통신 및 방송 장비 제조업
49430	코메론	"측정, 시험, 항해, 제어 및 정밀기기 제조업; 광학기기 제외"
183300	코미코	특수 목적용 기계 제조업
41960	코미팜	의약품 제조업
89890	코세스	특수 목적용 기계 제조업
9730	코센	1차 철강 제조업
189350	코셋	통신 및 방송 장비 제조업
192820	코스맥스	화학제품 제조업
44820	코스맥스비티아이	금융업
241710	코스메카코리아	화학제품 제조업
5070	코스모신소재	화학제품 제조업
5420	코스모화학	화학제품 제조업
69110	코스온	화학제품 제조업
71950	코아스	가구 제조업
166480	코아스템	의약품 제조업
45970	코아시아	"그외 전문, 과학 및 기술 서비스업"
29960	코엔텍	폐기물 처리업
2020	코오롱	금융업
3070	코오롱글로벌	토목 건설업
144620	코오롱머티리얼	화학섬유 제조업
102940	코오롱생명과학	기초 의약물질 및 생물학적 제제 제조업
120110	코오롱인더	화학섬유 제조업
950160	코오롱티슈진	기초 의약물질 및 생물학적 제제 제조업
